	pair_id	label	articles	query	filename	model_predictions	selected_shots
167	H20-30-O	N	"Article 478
Performance made to a person that does not constitute a person authorized to accept the performance (meaning the obligee or a third party authorized to accept performance based on the provisions of laws and regulations or the manifestation of intention of the parties; the same applies hereinafter) but that appears to be the person authorized to accept the performance in light of common sense in the transaction is effective only if the person effecting performance was acting in good faith and without negligence."	Any performance made vis-a-vis a quasi-possessor of a claim is effective when the performer acts without knowledge, and is free from any negligence.	riteval_H20_en.xml	1	-1
168	H22-1-A	Y	"Article 5
(1) A minor must obtain the consent of the minor's legal representative to perform a juridical act;provided, however, that this does not apply to a juridical act for merely acquiring a right or being released from an obligation.
(2) A juridical act in contravention of the provisions of the preceding paragraph is voidable.
(3) Notwithstanding the provisions of paragraph (1), a minor may freely dispose of property that the legal representative has permitted the minor to dispose of for a specified purpose, to an extent that falls within the scope of that purpose. The same applies if the minor disposes of property that the legal representative has permitted the minor to dispose of without specifying a purpose."	A minor can freely dispose of assets the statutory agent permits the disposition without specifying the purpose.	riteval_H22_en.xml	1	-1
169	H22-1-I	N	"Article 98-2
Any person may not assert a manifestation of intention against the other party thereto if that other party had no mental capacity or was a minor or an adult ward at the time of receiving it;provided, however, that this does not apply after either of the following persons learns of the manifestation of intention:
(i) the legal representative of the other party; or
(ii) the other party, after that other party's mental capacity has been restored or after that other party has become a person with capacity to act."	If the other party of a manifestation of intention was a minor when the manifestation of intention was received, that manifestation of intention does not take effect.	riteval_H22_en.xml	1	-1
170	H22-3-A	N	"Article 96
(1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."	In cases where a person who has consented to the sale of real property due to duress of a third party, and the other party does not know of the duress, the person cannot rescind the consent.	riteval_H22_en.xml	0	-1
171	H22-3-E	N	"Article 125
If, at or after the time when it becomes possible to ratify an act, any of the following facts occur with respect to a voidable act, it is deemed that the act has been ratified;provided, however, that this does not apply if an objection is reserved:
(i) full or partial performance;
(ii) request for the performance;
(iii) novation;
(iv) provision of a security;
(v) assignment of a part of or the whole of a right acquired by the voidable act; or
(vi) compulsory execution."	Even when a person, who carries a purchase-money obligation due to the sale of real property, while a minor pays the purchase money after becoming an adult, the person can rescind the sale with the reason of being a minor at the time of the sale.	riteval_H22_en.xml	0	-1
172	H22-4-A	N	"Article 20
(1) After a person with qualified legal capacity who is involved in dealings with another party becomes a person with the legal capacity to act (meaning a person whose legal capacity to act is not subject to restrictions; the same applies hereinafter), the other party to those dealings may fix a period of one month or longer and demand that the person give a definite answer within that period of time as to whether the person will ratify an act that the person may rescind. In such a case, if the person fails to send a definite answer within that period of time, the person is deemed to have ratified that act.
(2) The second sentence of the preceding paragraph also applies if, before the person with qualified legal capacity becomes a person with the legal capacity to act, the other party to dealings involving the person with qualified legal capacity lodges the demand prescribed in the preceding paragraph with the legal representative, curator, or assistant of that person with respect to an act within the scope of their authority, and they fail to send a definite answer within the fixed period of time referred to in that paragraph.
(3) If a person does not send notice within the period of time set forth in the preceding two paragraphs indicating that the person has completed any special formalities that an act requires, the person is deemed to have rescinded that act.
(4) The other party to dealings involving a person with qualified legal capacity may lodge a demand with a person under curatorship or with a person under assistance who is subject to a decision as referred to in Article 17, paragraph (1) to demand that the person get the curator or assistant to ratify an act within the fixed period referred to in paragraph (1). In such a case, if the person under curatorship or person under assistance does not send notice within that period indicating that the person has gotten the curator or assistant to ratify the act in question, the person is deemed to have rescinded that act."	For a contract executed by a person under curatorship, although the other party issue a notice to the person under curatorship which demands, by establishing a certain period which is one month or more, that he/she should obtain the ratification of his/her curator , the person under curatorship fails to issue, within the applicable period, from that point on, that other party cannot rescind the contract for the reason that the contract was executed by the person under curatorship.	riteval_H22_en.xml	0	-1
173	H22-4-I	Y	"Article 556
(1) An option contract for a purchase and sale made by one party becomes effective when the other party manifests the intention to complete the purchase and sale.
(2) If no period is provided in relation to the manifestation of intention referred to in the preceding paragraph, the party to the option contact may issue a notice of demand to the other party, specifying a reasonable period of time, to the effect that the other party is to give a definite answer as to whether or not that party will complete the sale within that period. In such cases, if the other party fails to give a definite answer within that period, the option contract for a purchase and sale by one party ceases to be effective."	If no period is provided in relation to the manifestation of intention for a completion in a pre-contract to sell or purchase, regardless of whether or not the party to the pre contract issued a notice of demand to the other party, specifying a reasonable period, for the other party is to give a definite answer as to whether or not he or she would complete the sale, if no definite answer has been given, the party to the pre contract cannot demand execution of the contract of sale to the other party.	riteval_H22_en.xml	1	-1
174	H22-4-E	N	"Article 114
In the case referred to in the preceding Article, the counterparty may demand, by specifying a reasonable period of time, that the principal give a definite answer on whether or not the principal will ratify within that period of time.In this case, if the principal fails to give a definite answer within that period, the principal is deemed to have refused to ratify."	For a contract completed by an unauthorized agent, regardless of the fact that the counterparty requires the principal, by fixing a reasonable period of time, to make a definite answer on whether or not he/she will ratify within such period of time , if no definite answer has been given, the other party can demand execution of the contract to the principal.	riteval_H22_en.xml	0	-1
175	H22-5-I	N	"Article 506
(1) Set-offs are effected through the manifestation of one party's intention to the other. In such a case, no condition or time limit may be added to the manifestation of intention.
(2) A manifestation of intention as referred to in the preceding paragraph is effective retroactive to the time when the obligations of both parties became eligible to be set-off."	A time limit can be added to the manifestation of intention of offset, but conditions cannot be added.	riteval_H22_en.xml	0	-1
176	H22-5-U	Y	"Article 137
The obligor may not assert the benefit of time stipulation if:
(i) the obligor has become subject to the order commencing bankruptcy proceeding;
(ii) the obligor has lost, damaged, or diminished the security; or
(iii) the obligor fails to provide security when it has the obligation to do so."	In cases where the obligor of monetary debt has the obligation to provide security, if the security is not provided, the obligor cannot assert the benefit of the time.	riteval_H22_en.xml	1	-1
177	H22-5-O	Y	"Article 134
A juridical act subject to a condition precedent is void if the condition is dependent only upon the intention of the obligor."	A juristic act which is subject to a condition precedent is void if the condition is dependent on  the willof the obligor.	riteval_H22_en.xml	1	-1
178	H22-8-I	N	"Article 233
(1) If a tree or bamboo branch from neighboring land crosses a boundary line, the landowner may have the owner of that tree or bamboo sever that branch.
(2) If a tree or bamboo root from neighboring land crosses a boundary line, the owner of the land may sever that root."	When a tree or bamboo branch from neighboring land cross a boundary line, the person can remove the branch him or herself, but cannot have the owner of that tree or bamboosever the branch.	riteval_H22_en.xml	0	-1
179	H22-9-I	Y	"Article 243
If two or more movable properties with different owners can no longer be separated without damage due to accession, the ownership of the composite thing belongs to the owner of the principal movable property. The same applies if excessive expense is required to separate the movables."	If two or more movables with different owners are so joined to each other that they can no longer be separated without damaging the same, ownership of the composite Thing shall vest in the owner of the principal movables.	riteval_H22_en.xml	1	-1
180	H22-9-O	N	"Article 244
If the distinction of principal and accessory cannot be made between the movables united by accession, the owner of each movable property co-owns the composite thing in proportion to the respective price current at the time of the accession."	If the distinction of principal and accessory cannot be made between the joined movables, based on a demand by one or several owners of each of the movables, the owners shall be determined by court.	riteval_H22_en.xml	0	-1
181	H22-10-O	N	"Article 292
If dominant land is co-owned by more than one person, and expiry of prescription period is postponed or prescription period is renewed in favor of one co-owner, the postponement of expiry of prescription period or the renewal of prescription period is also effective for the benefit of other co-owners."	Even if there is an interruption of prescription in favor of one co-owner of dominant land, due to factors of the other co-owners, such extinctive prescription proceeds.	riteval_H22_en.xml	1	-1
182	H22-11-1	Y	"Article 348
The pledgee may subpledge the thing pledged within the duration of the pledgee's right, upon the pledgee's own responsibility.In this case, the pledgee is responsible for any loss arising from the subpledge even if the same is caused by force majeure."	A pledgee can sub-pledge a Thing pledged without the approval of the owner of the Thing pledged.	riteval_H22_en.xml	1	-1
183	H22-11-2	N	"Article 355
If more than one pledge is created with respect to the same movables, the order of priority of those pledges follow the chronological order of their creation."	Pledges on movable property do not take effect if there is no delivery, and thus, for that movable, multiple pledges cannot be created.	riteval_H22_en.xml	0	-1
184	H22-11-5	N	"Article 353
A pledgee of movables may, if the pledged thing is usurped, recover the same solely by filing an action for recovery of possession."	If the possession of the pledgee of a pledge on movable property is stolen by a third party, the pledgee can demand the return based on the pledge.	riteval_H22_en.xml	1	-1
185	H22-14-A	N	"Article 400
If the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery."	The obligor of a claim whose subject is the delivery of  any specified things carries the duty to preserve that thing until the delivery is performed with the same  care  he/she would exercise over his/her own property.	riteval_H22_en.xml	1	-1
186	H22-14-I	Y	"Article 403
If the amount of the claim is designated in the currency of a foreign state, the obligor may make the payment in Japanese currency converted with the foreign exchange rate at the place of the performance."	Even if the amount of the claim was specified in the currency of a foreign state, the obligor can make the payment in the legal currency of Japan instead of currency of the foreign state.	riteval_H22_en.xml	1	-1
187	H22-14-E	N	"Article 406
If the subject matter of the claim is to be determined by a choice being made from among more than one performance, the right to choose belongs to the obligor."	If the subject of the claim is to be identified by way of choice among more than one performance, the right to make the choice shall vest in the obligor as long as there is no special provision.	riteval_H22_en.xml	1	-1
188	H22-14-O	N	"Article 410
If a performance included in the subject matter of a claim is impossible, and the impossibility is by negligence of the party that has the right to choose, the claim exists to the extent of the remaining performances."	If the subject of the claim is to be identified by way of choice among two performances, if one of the performances becomes impossible in the future not due to fault of persons involved that do not possess the right to choose, then the subject of the claim is identified  as the other performance.	riteval_H22_en.xml	1	-1
189	H22-15-A	N	"Article 91
If a party to a juridical act manifests an intention that is inconsistent with the provisions of laws and regulations that are not related to public policy, that intention prevails."	In cases where an obligor does not perform an obligation, the agreement of the parties involved that the obligee	riteval_H22_en.xml	1	-1
190	H22-15-U	Y	"Article 677
A partner's creditor may not exercise the rights of that creditor against the partnership property."	An obligor of a partnership cannot set off his/her obligation against his/her claim against the partners.	riteval_H22_en.xml	1	-1
191	H22-17-4	Y	"Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator."	If the mandatary suffer any loss due to the administration of the mandated business s without negligence in the mandatary, he/she can claimcompensation for the loss from the mandator.	riteval_H22_en.xml	1	-1
192	H22-18-I	Y	"Article 465-2
(1) A guarantor to a guarantee contract under which the principal obligation is one or more unidentified obligations within a certain specified scope (hereinafter referred to as a ""contract for revolving guarantee"") and the guarantor is not a corporation (hereinafter referred to as a ""contract for revolving guarantee by an individual"") is liable to perform the obligation in terms of the amounts of the principal of the principal obligation, any interest, penalty and compensation for loss or damage in connection with the principal obligation, and all the other charges secondary to the obligation, as well as the amount of any penalty or compensation for loss or damage which is agreed- upon on with regard to the guarantee obligation, up to a certain maximum amount which pertains to all of these amounts.
(2) A contract for revolving guarantee by an individual does not become effective unless it provides for the maximum amount prescribed in the preceding paragraph.
(3) The provisions of Article 446, paragraphs (2) and (3) apply mutatis mutandis to the provisions concerning a maximum amount prescribed in paragraph (1) in a contract for revolving guarantee by an individual."	In a revolving guarantee contract on loans, even if the principal determination date is determined, if the maximum amount is not stipulated, it shall not be effective.	riteval_H22_en.xml	1	-1
193	H22-19-A	Y	"Article 612
(1) A lessee may not assign the lease or sublease a leased thing without obtaining the approval of the lessor.
(2) If the lessee allows any third party to make use of or take the profits of a leased thing in violation of the provisions of the preceding paragraph, the lessor may cancel the contract."	A lessor who cancels a lease contract for reasons of unauthorized subleasing, and demands the lessee to return the subject matter is not required to demonstrate proof that he/she did not consent to the sublease.	riteval_H22_en.xml	1	-1
194	H22-19-O	Y	"Article 467
(1) The assignment of a claim (including the assignment of a claim that is yet to arise) may not be duly asserted against the applicable obligor or any other third party, unless the assignor gives notice thereof to the obligor or the obligor has consented to the same.
(2) Notice or consent as referred to in the preceding paragraph may not be duly asserted against a third party other than the obligor unless the notice or the consent is made using an instrument bearing a certified date."	If the assignee of a claim demands the obligor to execute the assignment of the claim, in order for the obligor to refuse this, he/she is not required to demonstrate proof that there was no notification or consent regarding the claim assignment.	riteval_H22_en.xml	0	-1
195	H22-21-2	Y	"Article 493
The tender of the performance must be made actually consistent with the main purport of the obligation;provided, however, that if the obligee refuses to accept that performance in advance or if any act is required on the part of the obligee with respect to the performance of the obligation, it is sufficient for the obligor to request the acceptance thereof by giving a notice that the tender of the performance has been prepared."	Even if the obligor of a monetary debt brings cash to the address of the obligee and demands acceptance, in cases where the obligee refuses to accept, even if the cash is not presented in front of the obligee, the provision is deemed as actual.	riteval_H22_en.xml	0	-1
196	H22-21-4	Y	"Article 492
Upon tendering the performance, the obligor is relieved from any and all responsibilities which may arise from the non-performance of the obligation."	In cases where the obligor of a monetary debt provides actual performance on the time of performance, but the obligee refuses to accept the performance, the obligor does not carry the duty to pay delinquent charges after the provision.	riteval_H22_en.xml	1	-1
197	H22-22-2	Y	"Article 551
(1) The donor is presumed to have promised to deliver or transfer the thing or right that is the subject matter of the gift, while maintaining its condition as of the time when it is specified as the subject matter of the gift.
(2) With respect to gifts with burden, the donor provides the same warranty as that of a seller, to the extent of that burden."	In cases where a gift of the specified thing is made without the donee bearing the responsibility, if the donor made the gift without knowing that the subject matter has a defect, the donor shall not assume a warranty for the defect.	riteval_H22_en.xml	1	-1
198	H22-23-A	N	"Article 608
(1) If a lessee has defrayed necessary expenses with respect to the leased thing which ought to be borne by the lessor, the lessee may immediately demand the reimbursement of the same from the lessor.
(2) If the lessee has incurred beneficial expenses with respect to the leased thing, the lessor must reimburse those expenses on termination of the lease in compliance with the provisions of Article 196, paragraph (2);provided, however, that the court may, at the lessor's request, grant a reasonable period of time for the reimbursement of the same."	In cases where a lessee has defrayed necessary expenses with respect to the leased Thing in order to preserve the condition appropriate for profit from ordinary use of the subject, the lessee can wait for the end of the lease and demand the reimbursement of the same from the lessor.	riteval_H22_en.xml	0	-1
199	H22-23-E	N	"Article 617
(1) If the parties do not specify the term of a lease, either party may give a notice of termination at any time. In such cases, a lease as set forth in one of the following items terminates when the term prescribed in that item has passed after the day of the notice of termination:
(i)
(ii)
(iii)
(2) With respect to leases of land with harvest seasons, the notice of termination must be given after the end of that season and before the next start of cultivation."	A lease without a specified term can be requested to be terminated at any time, and doing this will terminate the lease immediately.	riteval_H22_en.xml	0	-1
200	H22-23-O	Y	"Article 613
(1) If a lessee lawfully subleases a leased thing, the sublessee is liable to perform an obligation based on the sublease directly to the lessor, to the extent of the scope of the lessee's obligation based on the lease between the lessor and the lessee. In such a case, advance payment of rent may not be duly asserted against the lessor.
(2) The provisions of the preceding paragraph do not preclude the lessor from exercising rights against the lessee.
(3) If the lessee lawfully subleases a leased thing, the lessor may not duly assert against the sublessee the cancellation by agreement of the lease with the lessee;provided, however, that this does not apply if, at the time of the cancellation, the lessor has a right to cancel due to non-performance on the part of the lessee."	In cases where the lessee of a movable has obtained the consent from the lessor who is the owner to sublease the movable to a sub-lesseef, when the term of the lease between the lessee and the lessor finishes, and the lease is not renewed, the lessor can demand the sub-lessee to return the subject based on ownership.	riteval_H22_en.xml	0	-1
201	H22-25-3	Y	"Article 562
(1) If the subject matter delivered to the buyer does not conform to the terms of the contract with respect to the kind, quality or quantity, the buyer may demand that the seller cure the non-conformity of performance by repairing the subject matter, delivering the substitute or delivering the replenishment;provided, however, that the seller may cure the non-conformity of performance by a method that is different from the method demanded by the buyer if it does not impose any undue burden on the buyer.
(2) If the non-conformity referred to in the preceding paragraph is due to grounds attributable to the buyer, the buyer may not demand that the seller cure the non-conformity of performance under the provisions of that paragraph.
Article 533
A party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due."	In cases where the contractor demands the party ordering work to provide remuneration, if there is any defect in the subject matter of work performed, and the party ordering work demands that the contractor repair the defect, the party ordering work can refuse to pay remuneration.	riteval_H22_en.xml	0	-1
202	H22-26-A	N	"Article 648
(1) In the absence of any special agreements, the mandatary may not claim remuneration from the mandator.
(2) If a mandatary is to receive remuneration, the mandatary may not claim this until after having performed the mandated business;provided, however, that if the remuneration is specified with reference to period, the provisions of Article 624, paragraph (2) apply mutatis mutandis.
(3) In the following cases, the mandatary may demand remuneration in proportion to the performance already completed:
(i) if the mandatary is no longer able to perform the mandated business due to any grounds not attributable to the mandator; or
(ii) if the mandate is terminated during the course of performance."	Even in cases where consent has been reached between a mandator and a mandatary for the payment of remuneration, if the mandatary cancels the contract of mandate in the middle of performance of the mandated business, the mandatary cannot demand payment of remuneration.	riteval_H22_en.xml	0	-1
203	H22-26-I	Y	"Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator."	If the mandatary has incurred costs found to be necessary for the administration of the mandated business, the mandatary can claim the  reimbursement of those costs from the mandator and any interest on the same from the day the costs were incurred.	riteval_H22_en.xml	1	-1
204	H22-26-U	N	"Article 646
(1) A mandatary must deliver to the mandator monies and other things received during the course of administering the mandated business. The same applies to fruits the mandatary has reaped.
(2) A mandatary must transfer to the mandator rights that the mandatary has acquired in the mandatary's own name on behalf of the mandator."	If the  mandatary,  received monies and other Things during the course of administrating the mandated bushiness, the mandatary must immediately deliver them to the mandator.	riteval_H22_en.xml	1	-1
205	H22-26-E	Y	"Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator."	Even in cases where costs, incurred by a mandatary in order to administrate the  mandated business with the care of a good manager, are later deemed as a result not to be necessary, the mandatary can demand reimbursement of those fees to the mandator.	riteval_H22_en.xml	1	-1
206	H22-27-1	N	"Article 555
A sale becomes effective when one of the parties promises to transfer certain property rights to the other party and the other party promises to pay the price for this."	In a lawsuit demanding the payment of purchase money based on a contract of sale of real property, proof must be demonstrated with objects of the claim of the conclusion of the contract of the sale and the determination of the time of performance of the monetary claim.	riteval_H22_en.xml	0	-1
207	H22-27-2	N	"Article 555
A sale becomes effective when one of the parties promises to transfer certain property rights to the other party and the other party promises to pay the price for this."	In a lawsuit demanding the delivery of a subject matter based on a contract of sale of real property, proof must be demonstrated with objects of the claim that the contract of sale was concluded and the ownership of the subject matter was attributed to the seller at the time of the conclusion of the contract.	riteval_H22_en.xml	1	-1
208	H22-27-3	Y	"Article 601
A lease becomes effective if one of the parties promises to make a certain thing available for the other party to use and make profit, and the other party promises to pay rent for the leased thing and return the delivered thing when the contract is terminated."	In a lawsuit demanding the return of a subject matter based on the completion of a lease contract of movables, proof must be demonstrated with objects of the claim of the conclusion of the lease contract, the delivery of the subject matter based on the contract, and the facts that prove the completion of the lease contract.	riteval_H22_en.xml	1	-1
209	H22-27-4	N	"Article 649
If costs will be incurred in administering the mandated business, the mandator must, at the request of the mandatary, pay an advance for those costs."	In a lawsuit demanding the advance payment of costs by a mandatary based on the contract of mandate, proof must be demonstrated with objects of the claim of the conclusion of the contract of mandate and the determination of remuneration.	riteval_H22_en.xml	0	-1
210	H22-27-5	N	"Article 632
A contract for work become effective when one of the parties promises to complete work and the other party promises to pay remuneration for the outcome of the work.
Article 633
Remuneration must be paid simultaneously with delivery of the subject matter of work performed;provided, however, that if no delivery of a thing is required, the provisions of Article 624, paragraph (1) apply mutatis mutandis."	In a lawsuit demanding the payment of remuneration based on a contract for work, proof must be demonstrated with objects of the claim that the contract for work has been concluded and, if the delivery of the subject matter of work is required, that this has been delivered.	riteval_H22_en.xml	1	-1
211	H22-28-1	Y	"Article 704
A beneficiary in bad faith must return the benefit received together with interest thereon. In such cases, if any damage still remains, the beneficiary is liable to compensate for this."	The beneficiary in bad faith of unjust enrichment must return the benefit received together with interest, and if any damages still remain, the beneficiary shall be liable to compensate for the same.	riteval_H22_en.xml	1	-1
212	H22-28-2	N	"Article 705
A person that has paid money or delivered anything as performance of an obligation may not demand the return of the money paid or thing delivered if the person knew, at the time, that the obligation did not exist."	Even if an obligation does not exist, a person who knows that fact, or does not know by negligence and has tendered anything as performance of an obligation, that person cannot demand the return of the thing tendered.	riteval_H22_en.xml	1	-1
213	H22-28-3	N	"Article 706
If an obligor has paid money or delivered anything as performance of an obligation that has not yet fallen due, the obligor may not demand the return of the money paid or thing delivered;provided, however, that if the obligor tendered anything by mistake, the obligee must return the benefit gained as a result."	In cases where an obligor mistakenly believes that a time of performance has arrived due to a mistake and has tended anything as  performance of his/her own obligation that has not yet fallen due , the obligor cannot demand the return of the thing tendered.	riteval_H22_en.xml	1	-1
214	H22-28-4	N	"Article 707
(1) If a person that is not an obligor has performed an obligation by mistake and the obligee, acting in good faith, has allowed the instrument to be lost, has damaged the instrument, has waived the security, or has lost the claim by prescription, the person performing the obligation may not demand the return of subject matter of the performance.
(2) The provisions of the preceding paragraph do not preclude the person performing an obligation from exercising the right to reimbursement against the obligor."	Performance by a third party is also effective, and thus even if the an obligation of another person has been performed by mistake, the person who made the performance cannot demand the return of the performance to the obligee.	riteval_H22_en.xml	1	-1
215	H23-1-2	N	"Article 96
(1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."	In cases where duress was induced by a third party, if the counterparty of the manifestation of intention does not know of that fact, the person who makes the manifestation cannot rescind the manifestation of intention.	riteval_H23_en.xml	1	-1
216	H23-1-3	N	"Article 96
(1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence.
Article 709
A person that has intentionally or negligently infringed the rights or legally protected interests of another person is liable to compensate for damage resulting in consequence."	In cases where the person who makes the manifestation believes a fictitious explanation of the counterparty and makes a manifestation of intention, if there was no intention of fraud for the counterparty, the person who makes the manifestation will not be rescued under Civil Code.	riteval_H23_en.xml	0	-1
217	H23-1-4	Y	"Article 96
(1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."	In cases where the person who makes the manifestation forms a contract based on the fraud of the other person, even if the obligation of the other person is not yet executed based on the contract, the person who makes the manifestation cannot refused execution of his or her obligation for reason of fraud as long as the manifestation of intention is not rescinded.	riteval_H23_en.xml	0	-1
218	H23-1-5	Y	"Article 96
(1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."	In cases where a buyer who deceives a seller receives the transfer of ownership of land, before the seller rescinds his or her manifestation of intention due to fraud, even if someone has accepted the establishment of a mortgage of the land without knowing of the fraud, the seller can revoke the manifestation of intention.	riteval_H23_en.xml	0	-1
219	H23-2-A	Y	"Article 97
(1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."	The effect of manifestation of intention occurs when it arrives at the counterparty, and thus, a contract with a person at a distance forms when the manifestation of intention of acceptance arrives at the counterparty.	riteval_H23_en.xml	1	-1
220	H23-2-I	N	"Article 20
(1) After a person with qualified legal capacity who is involved in dealings with another party becomes a person with the legal capacity to act (meaning a person whose legal capacity to act is not subject to restrictions; the same applies hereinafter), the other party to those dealings may fix a period of one month or longer and demand that the person give a definite answer within that period of time as to whether the person will ratify an act that the person may rescind. In such a case, if the person fails to send a definite answer within that period of time, the person is deemed to have ratified that act.
(2) The second sentence of the preceding paragraph also applies if, before the person with qualified legal capacity becomes a person with the legal capacity to act, the other party to dealings involving the person with qualified legal capacity lodges the demand prescribed in the preceding paragraph with the legal representative, curator, or assistant of that person with respect to an act within the scope of their authority, and they fail to send a definite answer within the fixed period of time referred to in that paragraph.
(3) If a person does not send notice within the period of time set forth in the preceding two paragraphs indicating that the person has completed any special formalities that an act requires, the person is deemed to have rescinded that act.
(4) The other party to dealings involving a person with qualified legal capacity may lodge a demand with a person under curatorship or with a person under assistance who is subject to a decision as referred to in Article 17, paragraph (1) to demand that the person get the curator or assistant to ratify an act within the fixed period referred to in paragraph (1). In such a case, if the person under curatorship or person under assistance does not send notice within that period indicating that the person has gotten the curator or assistant to ratify the act in question, the person is deemed to have rescinded that act."	In cases where, against a demand of whether or not to ratify an act of a person with limited capacity, a statutory agent issues notification of refusal to ratify within the specified period, and it arrives after the lapse of the period, it is deemed as having been ratified.	riteval_H23_en.xml	1	-1
221	H23-2-E	N	"Article 97
(1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."	After the manifestation of intention of acceptance is issued for the petition for a contract, in cases where the offeree dies before the arrival, if the counterparty knows of the fact of the death of the offeree, the contract  does not become effective.	riteval_H23_en.xml	0	-1
222	H23-2-O	Y	"Article 97
(1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."	Even if it is a contract offer with a determined consent period, if the period is before or at the same time as the arrival of the offer, it can be revoked.	riteval_H23_en.xml	0	-1
223	H23-3-A	Y	"Article 113
(1) A contract concluded by a person who acts as the agent of another person but has no authority to represent does not bind the principal unless the principal ratifies it.
(2) The ratification or refusal to ratify may not be duly asserted against the counterparty unless it is made to that counterparty;provided, however, that this does not apply if the counterparty has come to know the ratification or refusal to ratify.
Article 115
A counterparty may rescind a contract that a person without the authority to represent has concluded until the principal ratifies it;provided, however, that this does not apply if the counterparty knew at the time of the conclusion of the contract that the agent had no authority to represent."	Even in cases where the principal ratifies an act of unauthorized agency toward an unauthorized agent, if the counterparty does not know of this fact, he or she can exercise the right to rescind.	riteval_H23_en.xml	1	-1
